NIVEL;DESCRIÇÃO ITEM;QUANTIDADE ITEM;COMPRIMENTO;PESO ITEM;CÓDICO ITEM;PROCESSOS;MASCARA ENTRADA;MASCARA SAÍDA;NATUREZA;HASH;LARGURA
134.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,34;;1;1010030008;;;;;;
134.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";3;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
134.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
135;CANTO LAJE-CL-30X20;4;;9;3010100014;;;;;;
135.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";8;18,1 CM;2,85256 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
135.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
135.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 300MM";4;30 CM;7,26 KG;3010110132;;;;;;
135.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,3;;1;1010030008;;;;;;
135.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
135.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
136;CANTO LAJE-CL-28X20;5;;11;3010100012;;;;;;
136.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";10;18,1 CM;3,5657 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
136.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
136.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 280MM";5;28 CM;8,47 KG;3010110130;;;;;;
136.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,28;;1;1010030008;;;;;;
136.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";5;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
136.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
137;CANTO LAJE-CL-21X20;1;;1;;S;301010;301010;3;NEO20260128d5b2;
137.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
137.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
137.2;"PERFIL DE ALUMINIO CANTO ""L"" 200 X 210MM";1;21 CM;1,2705 KG;;CS F C;301011;301011;3;NEO2026012865cc;20 CM
137.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,21;;1;1010030008;;;;;;
138;CANTO LAJE-CL-20X20;1;;1;3010100033;;;;;;
138.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
138.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
138.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 200MM";1;20 CM;1,21 KG;3010110153;;;;;;
138.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,2;;1;1010030008;;;;;;
139;CANTO LAJE-CL-126X20;1;;7;;S;301010;301010;3;NEO20260128302f;
139.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
139.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
139.2;"PERFIL DE ALUMINIO CANTO ""L"" 200 X 1260MM";1;126 CM;7,623 KG;;CS F C;301011;301011;3;NEO2026012816a8;20 CM
139.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,26;;1;1010030008;;;;;;
139.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";3;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
139.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
140;CANTO LAJE-CL-120X20;12;;95;3010100001;;;;;;
140.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";36;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
140.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
140.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";24;18,1 CM;8,55768 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
140.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
140.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1200MM";12;120 CM;87,12 KG;3010100006;;;;;;
140.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,2;;1;1010030008;;;;;;
141;CANTO LAJE-CL-119X20;1;;7;;S;301010;301010;3;NEO2026012834ff;
141.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";3;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
141.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
141.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
141.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
141.3;"PERFIL DE ALUMINIO CANTO ""L"" 200 X 1190MM";1;119 CM;7,1995 KG;;CS F C;301011;301011;3;NEO2026012823be;20 CM
141.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,19;;1;1010030008;;;;;;
142;CANTO LAJE-CL-117X20;2;;15;3010100768;;;;;;
142.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";6;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
142.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
142.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
142.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
142.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1170MM";2;117 CM;14,157 KG;3010116496;;;;;;
142.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,17;;1;1010030008;;;;;;
143;CANTO LAJE-CL-116X20;3;;23;3010100767;;;;;;
143.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";6;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
143.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
143.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";6;18,1 CM;2,13942 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
143.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
143.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1160MM";3;116 CM;21,054 KG;3010116495;;;;;;
143.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,16;;1;1010030008;;;;;;
144;CANTO LAJE-CL-104X20;2;;13;3010100754;;;;;;
144.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";6;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
144.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
144.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
144.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
144.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1040MM";2;104 CM;12,584 KG;3010116416;;;;;;
144.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,04;;1;1010030008;;;;;;
145;CANTO LAJE-CL-100X20;2;;13;3010100007;;;;;;
145.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";6;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
145.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
145.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
145.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
145.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1000MM";2;100 CM;12,1 KG;3010110125;;;;;;
145.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1;;1;1010030008;;;;;;
